10419,10834,7471,22042,4552,7197,23952,23352,18660,11561,3290,11439,2359,5953,1974,1621,2035,102005,128991,23334,56395,94698,42855,74817,22961,10697,31746,47419,58069,103796,128008,74729,45069,196366,25337,19001,84209,39360,19958,46737,44154,56967,9223,32590,40540,22300,576058,86050,269831,84022,450442,54115,236882,16828,26674,44230,57403,78708,56696,49850
0,0,0,0,0,0,0,0,0,0,1842,3212,2044,1964,3461,2487,3983,4121,4746,3647,5748,7505,5399,6591,4066,1221,3481,1337,2438,4096,4727,3575,4897,5165,3293,3303,4389,2579,4262,3170,3167,2273,2287,6129,4942,4653,3707,3506,2162,2200,2908,1955,2514,2694,2139,2574,3745,3372,3242,3532
4294,24006,111271,62014,160887,21431,116976,34471,109444,64539,49537,39400,33597,41797,34407,69225,68716,10312,24478,29149,35189,49699,19410,34569,14300,13992,18788,4830,14357,10437,24246,42652,72313,45607,40193,31401,18266,39128,26482,17965,15102,30555,22187,10405,57324,31730,11105,37235,31436,12340,5933,5486,9708,55957,24726,8342,19810,20364,10773,7394
262,28335,14439,18476,18605,18368,6142,27386,11380,14351,12823,10401,8729,10985,18317,6236,8742,10670,13686,11989,14917,11369,19690,14186,16393,2449,10256,829,4155,10557,13997,10845,4968,19185,26007,30907,20863,10501,28538,26785,16065,24265,14517,17330,10512,10834,21177,15364,22915,12988,30653,9523,9200,13204,14271,6280,7486,14018,18158,11175
805,1380,1183,1401,2094,1162,2622,2080,850,589,814,420,385,356,457,491,743,1476,906,800,1484,1994,1794,2269,1982,1219,1813,1243,1432,1478,909,2454,4003,3382,4196,3507,2578,2921,2615,3671,1783,1701,3712,1908,2367,1798,3079,5204,2517,4274,4215,2097,2216,3720,4038,2442,4239,4580,4046,2940
4251,3645,3799,4994,2547,4722,5454,4935,4124,2835,3436,3600,3411,3885,4402,4166,4307,4132,5100,3355,3834,3607,5260,3918,3335,2116,4259,4309,4396,4107,5082,4456,4313,3590,2406,3464,3067,3347,1933,3306,4149,3387,2152,4896,2804,3365,3145,3756,3710,3685,4627,3909,2474,3903,4412,4205,3775,3988,3758,3138
5854,0,8908,12834,6996,10254,9662,9322,17849,16848,18917,8115,6952,18782,19507,18578,13040,8704,11886,7756,5493,21073,14563,11923,12718,6793,8108,9150,5996,8770,11748,10186,13708,10988,12978,15738,5521,8597,13144,22172,13808,23311,19030,31465,18300,18714,21375,25262,37651,23395,18151,14422,8403,18985,17056,21307,17678,20279,20918,21711
953,1665,979,598,736,1274,2276,1673,1990,2085,1746,1324,1396,1507,1665,1480,1605,1638,2443,1772,2539,2876,2379,2304,2813,1260,1810,1068,1545,1599,2451,2893,4201,4422,5277,3906,2528,2744,2538,3131,2331,3974,19551,2536,1792,1787,1736,3416,3109,2710,3228,2231,2932,3462,3492,2668,3237,3488,4230,4224
2959,4233,2869,3451,3100,3820,2998,4229,3758,3874,3982,3403,3294,4666,3954,4145,4615,3449,3264,3436,3273,3539,4167,4598,3981,3334,3911,2745,3547,3380,3303,3984,4305,2777,4044,4027,4131,4343,4148,3354,3585,3150,9659,3543,3380,3154,3309,2865,2761,1995,2031,3046,3184,2753,2395,1820,2442,2107,2727,2457
10456,12522,31122,25526,11449,10771,37699,33413,48598,15832,14504,9387,11863,14412,14842,14982,9670,18254,25532,10123,11771,15904,12635,29990,9630,16470,19932,11891,13191,18338,25571,23074,16612,6663,14336,10620,12026,9778,12785,17391,9649,12841,27187,18525,14806,10419,15091,16393,27167,16235,17840,31620,24057,9209,10150,11625,24453,7421,22973,11918
